lake_id,last_full_ice_day,first_no_ice_day,last_no_ice_day,first_full_ice_day,last_full_ice_doy,first_no_ice_doy,last_no_ice_doy,first_full_ice_doy,centroid_lat,centroid_lon,lake_area_m2,ice_free_days,size_category
631811,2023-06-03,2023-06-15,2023-10-01,2023-10-13,154,166.0,274.0,286,70.30455920332959,-149.84949951532582,26525.194567393668,108.0,Medium (20-50k m²)
631992,2023-06-03,2023-06-15,2023-08-26,2023-09-07,154,166.0,238.0,250,70.3035760961569,-149.73428322594808,116267.49795992515,72.0,Large (>50k m²)
632237,2023-06-27,,2023-09-19,2023-10-01,178,,262.0,274,70.29535996540359,-148.9034426335253,22856.12730020734,,Medium (20-50k m²)
632270,2023-07-09,,2023-08-26,2023-09-07,190,,238.0,250,70.29419373350726,-149.62066866915043,26185.34803861402,,Medium (20-50k m²)
632329,2023-06-03,,2023-09-19,2023-10-01,154,,262.0,274,70.29432608717232,-149.69884261095794,24136.293272874307,,Medium (20-50k m²)
632557,2023-07-21,,,2023-08-02,202,,,214,70.28769778872412,-148.2096126885245,24264.60964588863,,Medium (20-50k m²)
632566,2023-06-27,,,2023-08-26,178,,,238,70.2887882314181,-148.2461556527905,125620.35729191758,,Large (>50k m²)
632743,2023-06-27,,,2023-08-26,178,,,238,70.28437320395545,-147.96985660834645,127251.7645944818,,Large (>50k m²)
632806,2023-06-15,2023-06-27,2023-09-07,2023-09-19,166,178.0,250.0,262,70.28307158494344,-149.64297383848347,23215.004794665536,72.0,Medium (20-50k m²)
632832,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.28230736397545,-148.62876815274672,124319.859389834,60.0,Large (>50k m²)
632910,2023-06-27,,2023-08-26,2023-09-07,178,,238.0,250,70.28484994508189,-148.39030831337269,688944.7043486541,,Large (>50k m²)
633028,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.27936693638945,-148.80919832996702,128067.82446634393,60.0,Large (>50k m²)
633072,2023-06-03,2023-06-15,2023-08-26,2023-09-07,154,166.0,238.0,250,70.27821123171907,-148.87661731048613,24611.302579381685,72.0,Medium (20-50k m²)
633109,2023-06-15,2023-06-27,2023-09-19,2023-10-01,166,178.0,262.0,274,70.27713013377841,-149.37555499401245,25551.10932542651,84.0,Medium (20-50k m²)
633210,2023-06-27,,2023-08-26,2023-09-07,178,,238.0,250,70.27514219715735,-148.36426957942862,23402.317609562146,,Medium (20-50k m²)
633421,2023-07-21,,,2023-08-02,202,,,214,70.27099149166575,-147.92541196185388,22924.046608818957,,Medium (20-50k m²)
633430,2023-06-03,2023-06-15,2023-09-07,2023-10-25,154,166.0,250.0,298,70.2708845768623,-148.76060713274023,23617.66137624776,84.0,Medium (20-50k m²)
633494,2023-06-15,2023-06-27,2023-09-07,2023-10-13,166,178.0,250.0,286,70.26997276964448,-148.74414348611205,117696.40025836848,72.0,Large (>50k m²)
633659,2023-06-27,,,2023-08-26,178,,,238,70.26610876149485,-147.969151446902,24805.429683046088,,Medium (20-50k m²)
633680,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.26854110187509,-148.3947952727524,681802.2165135709,60.0,Large (>50k m²)
633840,2023-06-03,,,2023-08-02,154,,,214,70.26198643079829,-148.0346751434656,23821.451042259006,,Medium (20-50k m²)
633907,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.26277901465751,-149.20920621942648,131335.42359599646,60.0,Large (>50k m²)
634109,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.25869082469802,-148.76597211343918,709725.5276592637,60.0,Large (>50k m²)
634333,2023-06-27,,2023-08-26,2023-09-07,178,,238.0,250,70.25619464474357,-149.26587245182415,741881.1468742553,,Large (>50k m²)
634728,2023-06-15,2023-06-27,,2023-10-01,166,178.0,,274,70.24194458913291,-149.9126123933933,27804.49878716638,,Medium (20-50k m²)
635178,2023-06-27,,2023-08-26,2023-09-07,178,,238.0,250,70.22993034622482,-148.0657083662662,23877.448208033864,,Medium (20-50k m²)
635265,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.2295176151093,-149.32146309327018,128679.72395951718,60.0,Large (>50k m²)
635283,2023-07-21,,,2023-08-26,202,,,238,70.22718263417991,-148.02868000748433,25385.61671109376,,Medium (20-50k m²)
635492,2023-06-03,2023-06-15,2023-08-26,2023-10-25,154,166.0,238.0,298,70.22298820284789,-148.7365509147943,26420.9196443611,72.0,Medium (20-50k m²)
635577,2023-06-15,2023-06-27,2023-08-26,2023-10-13,166,178.0,238.0,286,70.2237260932072,-148.86328688549605,656739.5366532058,60.0,Large (>50k m²)
635610,2023-07-21,,,2023-08-02,202,,,214,70.21980650434959,-148.49456423403225,23492.727445272307,,Medium (20-50k m²)
635716,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.21719475246616,-149.36091464338938,24283.314794540885,60.0,Medium (20-50k m²)
635772,2023-06-15,,,2023-08-14,166,,,226,70.21567567868196,-148.10565153045638,27437.20397091473,,Medium (20-50k m²)
635803,2023-05-22,2023-06-27,2023-08-26,2023-09-07,142,178.0,238.0,250,70.21506481851227,-148.88189874965997,27708.31358754254,60.0,Medium (20-50k m²)
635976,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.21768300483375,-149.31574019661417,675469.878036593,60.0,Large (>50k m²)
635977,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.21213816290813,-149.5367366519343,131551.54002994657,60.0,Large (>50k m²)
636046,2023-06-03,2023-06-15,2023-08-26,2023-10-13,154,166.0,238.0,286,70.20880446810743,-148.4935628470048,24600.46864180665,72.0,Medium (20-50k m²)
636231,2023-05-22,2023-06-03,2023-08-26,2023-09-07,142,154.0,238.0,250,70.20488422147939,-149.07813446240334,23040.421775822248,84.0,Medium (20-50k m²)
636338,2023-06-03,2023-06-15,,2023-10-01,154,166.0,,274,70.20386165448724,-148.41635644397974,128196.48057382077,,Large (>50k m²)
636516,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.19947134529951,-149.17675538395702,23513.274149235385,60.0,Medium (20-50k m²)
636764,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.19476256730267,-149.26937693159223,23366.61343775236,60.0,Medium (20-50k m²)
637135,2023-05-22,2023-06-03,2023-08-26,2023-10-01,142,154.0,238.0,274,70.18691778285132,-149.200407783835,23180.48151318715,84.0,Medium (20-50k m²)
637169,2023-06-03,,2023-10-01,2023-10-13,154,,274.0,286,70.18701294151882,-148.153081620686,118971.664662543,,Large (>50k m²)
637207,2023-05-22,2023-06-03,2023-08-26,2023-09-07,142,154.0,238.0,250,70.18529322407275,-149.27340047564076,27780.791892192046,84.0,Medium (20-50k m²)
637316,2023-06-27,,,2023-08-14,178,,,226,70.18339989377675,-148.4841828201793,127640.69530323632,,Large (>50k m²)
637358,2023-06-15,2023-06-27,2023-08-26,2023-09-07,166,178.0,238.0,250,70.18571507782872,-148.72633368946558,761189.4779551517,60.0,Large (>50k m²)
637863,2023-06-03,2023-06-15,2023-08-26,2023-09-07,154,166.0,238.0,250,70.17405614391987,-148.74851418178267,23802.153871903745,72.0,Medium (20-50k m²)
638133,2023-05-22,2023-06-03,,2023-10-13,142,154.0,,286,70.17035637130509,-148.88654955020138,24268.459798478518,,Medium (20-50k m²)
638256,2023-06-27,,,2023-08-02,178,,,214,70.16886040510516,-148.46548426913589,120028.55970252473,,Large (>50k m²)
638927,2023-06-03,2023-06-15,2023-08-26,2023-09-07,154,166.0,238.0,250,70.1585529947461,-149.48353751028114,24727.6306496572,72.0,Medium (20-50k m²)
639603,2023-06-15,2023-06-27,2023-09-07,2023-09-19,166,178.0,250.0,262,70.15072725932265,-149.34197454687734,27004.316602898216,72.0,Medium (20-50k m²)
639785,2023-06-15,2023-06-27,,2023-08-26,166,178.0,,238,70.14832120259409,-148.6857520739318,24717.8024108916,,Medium (20-50k m²)
640156,2023-06-03,2023-06-15,2023-09-07,2023-09-19,154,166.0,250.0,262,70.14382912299465,-149.06717894982918,23865.18685617217,84.0,Medium (20-50k m²)
640352,2023-05-22,2023-06-03,2023-08-26,2023-10-01,142,154.0,238.0,274,70.14187224101416,-149.42458980680053,25376.300385847306,84.0,Medium (20-50k m²)
640834,2023-06-15,2023-06-27,2023-09-19,2023-10-01,166,178.0,262.0,274,70.13688814039064,-148.56214926516506,26561.1985781281,84.0,Medium (20-50k m²)
640845,2023-05-22,2023-06-03,,2023-08-26,142,154.0,,238,70.13648726069441,-149.0348451449062,23175.138297300746,,Medium (20-50k m²)
640848,2023-05-22,2023-06-03,2023-09-19,2023-10-01,142,154.0,262.0,274,70.13806054236166,-148.48764338933145,123532.62152431224,108.0,Large (>50k m²)
640961,2023-06-15,2023-06-27,,2023-08-26,166,178.0,,238,70.13469370065157,-148.34256845616,24605.49407609439,,Medium (20-50k m²)
641022,2023-06-03,2023-06-15,,2023-10-25,154,166.0,,298,70.13386372305345,-148.9009400953446,27795.388240067063,,Medium (20-50k m²)
641219,2023-06-03,,,2023-10-13,154,,,286,70.1312061666796,-148.5071564955903,25329.02921593617,,Medium (20-50k m²)
641815,2023-06-27,,,2023-08-14,178,,,226,70.12377559119619,-148.34930424466566,135505.4683722149,,Large (>50k m²)
641960,2023-06-03,,2023-08-26,2023-09-07,154,,238.0,250,70.12061038093374,-149.38976384375334,22866.998640565645,,Medium (20-50k m²)
641963,2023-06-03,2023-06-15,2023-09-19,2023-10-01,154,166.0,262.0,274,70.12022770855924,-148.99219977148178,25888.93579914202,96.0,Medium (20-50k m²)
643019,2023-06-03,2023-06-15,2023-08-26,2023-09-07,154,166.0,238.0,250,70.10382678238672,-149.48288987801936,25097.720996071992,72.0,Medium (20-50k m²)
643309,2023-05-22,2023-06-03,2023-09-07,2023-09-19,142,154.0,250.0,262,70.09906344048245,-149.07363842490432,23515.212115317456,96.0,Medium (20-50k m²)
643575,2023-06-15,2023-06-27,2023-09-19,2023-10-01,166,178.0,262.0,274,70.09718307927491,-148.8388371845722,741925.1495034794,84.0,Large (>50k m²)
643582,2023-06-03,2023-06-15,2023-09-07,2023-10-13,154,166.0,250.0,286,70.09328390429741,-148.61098640557634,24918.137346988824,84.0,Medium (20-50k m²)
644780,2023-06-03,2023-06-15,2023-09-19,2023-10-01,154,166.0,262.0,274,70.0681777865108,-149.46994843105546,27149.94545492584,96.0,Medium (20-50k m²)
644872,2023-06-03,2023-06-15,2023-08-26,2023-09-07,154,166.0,238.0,250,70.06652164709904,-148.74056872352398,25114.36019247237,72.0,Medium (20-50k m²)
645228,2023-06-03,2023-06-15,,2023-10-13,154,166.0,,286,70.06142188169507,-147.94627957458883,114049.8236767773,,Large (>50k m²)
645665,2023-05-22,2023-06-27,2023-08-26,2023-10-13,142,178.0,238.0,286,70.05073444769035,-148.75228032875833,760118.1052868722,60.0,Large (>50k m²)
645952,2023-06-15,2023-06-27,,2023-09-19,166,178.0,,262,70.04225581274483,-147.98459225813986,113406.47282929908,,Large (>50k m²)
646643,2023-06-15,,,2023-08-02,166,,,214,70.02281058537532,-149.9789015056518,25399.999943879084,,Medium (20-50k m²)
744935,2023-06-27,,2023-08-26,2023-10-01,178,,238.0,274,70.32582331693149,-150.00266384559055,118426.94643446284,,Large (>50k m²)
